Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.61,0.01,0.6065964232631987
100% Corpus,9,0.61,0.31,0.5976883039714774
100% Corpus,9,0.61,0.61,0.5961304009365646
100% Corpus,9,0.61,0.9099999999999999,0.5545998755524882
100% Corpus,9,0.61,symmetric,0.5958812412765349
100% Corpus,9,0.9099999999999999,0.01,0.5980314940752447
100% Corpus,9,0.9099999999999999,0.31,0.5965123358550846
100% Corpus,9,0.9099999999999999,0.61,0.6005665164139387
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.5734518306876015
100% Corpus,9,0.9099999999999999,symmetric,0.5943395747312955
100% Corpus,9,symmetric,0.01,0.608137020998422
100% Corpus,9,symmetric,0.31,0.6007194743912395
100% Corpus,9,symmetric,0.61,0.5995676670839176
100% Corpus,9,symmetric,0.9099999999999999,0.5497986695844665
100% Corpus,9,symmetric,symmetric,0.6039611221546956
100% Corpus,9,asymmetric,0.01,0.6161330929645888
100% Corpus,9,asymmetric,0.31,0.5912793151206553
100% Corpus,9,asymmetric,0.61,0.5943491676376091
100% Corpus,9,asymmetric,0.9099999999999999,0.5779463865656012
100% Corpus,9,asymmetric,symmetric,0.605222585222538
100% Corpus,10,0.01,0.01,0.6069112100411047
100% Corpus,10,0.01,0.31,0.6001118743505165
100% Corpus,10,0.01,0.61,0.6005308223890473
100% Corpus,10,0.01,0.9099999999999999,0.6334405945654776
100% Corpus,10,0.01,symmetric,0.602164312825846
100% Corpus,10,0.31,0.01,0.6043904135081096
100% Corpus,10,0.31,0.31,0.6025085924830724
100% Corpus,10,0.31,0.61,0.6049999065232565
100% Corpus,10,0.31,0.9099999999999999,0.6008150404507203
100% Corpus,10,0.31,symmetric,0.59595198824157
100% Corpus,10,0.61,0.01,0.6046858183957257
100% Corpus,10,0.61,0.31,0.6039530855133455
100% Corpus,10,0.61,0.61,0.6038249628786936
100% Corpus,10,0.61,0.9099999999999999,0.6029773356143087
100% Corpus,10,0.61,symmetric,0.5992519004274552
100% Corpus,10,0.9099999999999999,0.01,0.5970469787774674
100% Corpus,10,0.9099999999999999,0.31,0.6018928495250948
100% Corpus,10,0.9099999999999999,0.61,0.6061838686148102
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.6038249628786936
100% Corpus,10,0.9099999999999999,symmetric,0.5944634943452357
100% Corpus,10,symmetric,0.01,0.6069112100411047
100% Corpus,10,symmetric,0.31,0.6039807180995911
100% Corpus,10,symmetric,0.61,0.6019970268835915
100% Corpus,10,symmetric,0.9099999999999999,0.6312192810168844
100% Corpus,10,symmetric,symmetric,0.602164312825846
100% Corpus,10,asymmetric,0.01,0.6055411828497848
100% Corpus,10,asymmetric,0.31,0.5974538345479224
100% Corpus,10,asymmetric,0.61,0.5997902773829112
100% Corpus,10,asymmetric,0.9099999999999999,0.6184334406528917
100% Corpus,10,asymmetric,symmetric,0.596860572958375
